transaction_id,case_id,timestamp,sender_account,receiver_account,amount,transaction_type,location,description
TX0136,CASE003,2026-01-06T06:29:00,ACC0442,ACC0780,2233,legitimate transfer,Lucknow,Routine payment
TX0137,CASE003,2025-12-31T06:29:00,ACC0201,ACC0774,1148,legitimate transfer,Bengaluru,Routine payment
TX0138,CASE003,2026-01-06T06:29:00,ACC0303,ACC0463,19076,legitimate transfer,Gurugram,Routine payment
TX0139,CASE003,2025-12-19T06:29:00,ACC0500,ACC0754,11467,legitimate transfer,Ludhiana,Routine payment
TX0140,CASE003,2026-01-01T06:29:00,ACC0615,ACC0646,19152,legitimate transfer,Amritsar,Routine payment
TX0141,CASE003,2025-12-15T06:29:00,ACC0304,ACC0222,11567,legitimate transfer,Mumbai,Routine payment
TX0142,CASE003,2025-12-10T06:29:00,ACC0333,ACC0077,14206,legitimate transfer,Chennai,Routine payment
TX0143,CASE003,2025-12-23T06:29:00,ACC0179,ACC0442,4577,legitimate transfer,Mumbai,Routine payment
TX0144,CASE004,2026-07-29T18:00:00,ACC0736,ACC0367,150000,transfer,Kanpur,Fund transfer
TX0145,CASE004,2026-07-28T18:00:00,ACC0367,ACC0103,235000,transfer,Kanpur,Fund transfer
TX0146,CASE004,2026-07-29T18:00:00,ACC0071,ACC0217,1722,legitimate transfer,Lucknow,Routine payment
TX0147,CASE004,2026-07-28T18:00:00,ACC0659,ACC0089,1650,legitimate transfer,Patna,Routine payment
TX0148,CASE004,2026-07-19T18:00:00,ACC0645,ACC0233,18629,legitimate transfer,Kolkata,Routine payment
TX0149,CASE004,2026-07-29T18:00:00,ACC0083,ACC0651,9831,legitimate transfer,Kanpur,Routine payment
TX0150,CASE004,2026-07-26T18:00:00,ACC0365,ACC0029,12286,legitimate transfer,Surat,Routine payment
TX0151,CASE004,2026-07-15T18:00:00,ACC0174,ACC0024,18702,legitimate transfer,Mumbai,Routine payment
TX0152,CASE004,2026-07-15T18:00:00,ACC0520,ACC0594,11344,legitimate transfer,Delhi,Routine payment
TX0153,CASE004,2026-07-02T18:00:00,ACC0225,ACC0179,19873,legitimate transfer,Kolkata,Routine payment
TX0154,CASE004,2026-07-29T18:00:00,ACC0493,ACC0254,4608,legitimate transfer,Bhubaneswar,Routine payment
TX0155,CASE004,2026-07-06T18:00:00,ACC0329,ACC0259,1905,legitimate transfer,Ludhiana,Routine payment
TX0156,CASE004,2026-07-14T18:00:00,ACC0371,ACC0600,593,legitimate transfer,Surat,Routine payment
TX0157,CASE004,2026-07-27T18:00:00,ACC0753,ACC0237,3075,legitimate transfer,Ranchi,Routine payment
TX0158,CASE004,2026-07-04T18:00:00,ACC0347,ACC0082,6419,legitimate transfer,Chennai,Routine payment
TX0159,CASE004,2026-07-24T18:00:00,ACC0099,ACC0252,16990,legitimate transfer,Indore,Routine payment
TX0160,CASE004,2026-07-23T18:00:00,ACC0291,ACC0573,14787,legitimate transfer,Chandigarh,Routine payment
TX0161,CASE004,2026-07-18T18:00:00,ACC0495,ACC0227,10749,legitimate transfer,Faridabad,Routine payment
TX0162,CASE004,2026-07-09T18:00:00,ACC0323,ACC0440,500,legitimate transfer,Bhopal,Routine payment
TX0163,CASE004,2026-07-08T18:00:00,ACC0785,ACC0063,5231,legitimate transfer,Kolkata,Routine payment
TX0164,CASE004,2026-07-02T18:00:00,ACC0750,ACC0771,17851,legitimate transfer,Bhubaneswar,Routine payment
TX0165,CASE004,2026-07-23T18:00:00,ACC0401,ACC0582,690,legitimate transfer,Bengaluru,Routine payment
TX0166,CASE004,2026-07-01T18:00:00,ACC0164,ACC0127,14143,legitimate transfer,Mumbai,Routine payment
TX0167,CASE004,2026-07-05T18:00:00,ACC0580,ACC0547,16019,legitimate transfer,Lucknow,Routine payment
TX0168,CASE004,2026-07-01T18:00:00,ACC0372,ACC0122,11266,legitimate transfer,Ahmedabad,Routine payment
TX0169,CASE004,2026-07-02T18:00:00,ACC0418,ACC0373,14015,legitimate transfer,Surat,Routine payment
TX0170,CASE004,2026-07-11T18:00:00,ACC0685,ACC0149,6206,legitimate transfer,Hyderabad,Routine payment
TX0171,CASE004,2026-07-11T18:00:00,ACC0441,ACC0474,8139,legitimate transfer,Bhubaneswar,Routine payment
TX0172,CASE004,2026-07-28T18:00:00,ACC0502,ACC0074,19236,legitimate transfer,Ghaziabad,Routine payment
TX0173,CASE004,2026-07-15T18:00:00,ACC0066,ACC0407,5924,legitimate transfer,Agra,Routine payment
TX0174,CASE004,2026-07-06T18:00:00,ACC0342,ACC0350,9021,legitimate transfer,Bengaluru,Routine payment
TX0175,CASE004,2026-07-17T18:00:00,ACC0206,ACC0016,17751,legitimate transfer,Kanpur,Routine payment
TX0176,CASE004,2026-07-12T18:00:00,ACC0155,ACC0349,10020,legitimate transfer,Bhubaneswar,Routine payment
TX0177,CASE004,2026-07-30T18:00:00,ACC0012,ACC0677,12955,legitimate transfer,Ahmedabad,Routine payment
TX0178,CASE004,2026-07-02T18:00:00,ACC0111,ACC0045,10240,legitimate transfer,Haridwar,Routine payment
TX0179,CASE004,2026-07-27T18:00:00,ACC0252,ACC0468,9941,legitimate transfer,Faridabad,Routine payment
TX0180,CASE004,2026-07-09T18:00:00,ACC0321,ACC0033,15866,legitimate transfer,Mumbai,Routine payment
TX0181,CASE004,2026-07-19T18:00:00,ACC0394,ACC0103,2804,legitimate transfer,Bengaluru,Routine payment
TX0182,CASE004,2026-07-19T18:00:00,ACC0269,ACC0072,5646,legitimate transfer,Kolkata,Routine payment
TX0183,CASE004,2026-06-30T18:00:00,ACC0304,ACC0203,3284,legitimate transfer,Agra,Routine payment
TX0184,CASE004,2026-07-19T18:00:00,ACC0422,ACC0057,18858,legitimate transfer,Haridwar,Routine payment
TX0185,CASE004,2026-07-22T18:00:00,ACC0405,ACC0266,11216,legitimate transfer,Chennai,Routine payment
TX0186,CASE004,2026-07-06T18:00:00,ACC0250,ACC0073,14742,legitimate transfer,Lucknow,Routine payment
TX0187,CASE004,2026-07-18T18:00:00,ACC0632,ACC0473,10384,legitimate transfer,Delhi,Routine payment
TX0188,CASE004,2026-07-25T18:00:00,ACC0217,ACC0470,9569,legitimate transfer,Jaipur,Routine payment
TX0189,CASE004,2026-07-03T18:00:00,ACC0183,ACC0572,16753,legitimate transfer,Kolkata,Routine payment
TX0190,CASE004,2026-07-19T18:00:00,ACC0765,ACC0517,2219,legitimate transfer,Haridwar,Routine payment
TX0191,CASE005,2026-04-11T07:48:00,ACC0391,ACC0490,49500,transfer,Agra,Fund transfer
TX0192,CASE005,2026-04-12T07:48:00,ACC0490,ACC0760,82000,transfer,Agra,Fund transfer
TX0193,CASE005,2026-03-29T07:48:00,ACC0312,ACC0693,9307,legitimate transfer,Delhi,Routine payment
TX0194,CASE005,2026-03-20T07:48:00,ACC0289,ACC0098,19387,legitimate transfer,Pune,Routine payment
TX0195,CASE005,2026-03-30T07:48:00,ACC0490,ACC0501,16671,legitimate transfer,Agra,Routine payment
TX0196,CASE005,2026-03-31T07:48:00,ACC0073,ACC0053,8832,legitimate transfer,Chennai,Routine payment
TX0197,CASE005,2026-03-15T07:48:00,ACC0147,ACC0709,19023,legitimate transfer,Kolkata,Routine payment
TX0198,CASE005,2026-03-17T07:48:00,ACC0218,ACC0354,1542,legitimate transfer,Surat,Routine payment
TX0199,CASE005,2026-04-08T07:48:00,ACC0607,ACC0224,5743,legitimate transfer,Ghaziabad,Routine payment
TX0200,CASE005,2026-03-29T07:48:00,ACC0572,ACC0113,4626,legitimate transfer,Mumbai,Routine payment
TX0201,CASE005,2026-03-16T07:48:00,ACC0290,ACC0528,17174,legitimate transfer,Bhopal,Routine payment
TX0202,CASE005,2026-04-09T07:48:00,ACC0351,ACC0297,12402,legitimate transfer,Indore,Routine payment
TX0203,CASE005,2026-04-08T07:48:00,ACC0271,ACC0557,10942,legitimate transfer,Delhi,Routine payment
TX0204,CASE005,2026-03-14T07:48:00,ACC0179,ACC0780,19142,legitimate transfer,Chandigarh,Routine payment
TX0205,CASE005,2026-03-21T07:48:00,ACC0770,ACC0184,2038,legitimate transfer,Bengaluru,Routine payment
TX0206,CASE005,2026-03-14T07:48:00,ACC0145,ACC0746,18725,legitimate transfer,Hyderabad,Routine payment
TX0207,CASE005,2026-03-19T07:48:00,ACC0060,ACC0291,12947,legitimate transfer,Patna,Routine payment
TX0208,CASE005,2026-03-22T07:48:00,ACC0058,ACC0298,12126,legitimate transfer,Ahmedabad,Routine payment
TX0209,CASE005,2026-04-11T07:48:00,ACC0020,ACC0193,7304,legitimate transfer,Bhubaneswar,Routine payment
TX0210,CASE005,2026-04-02T07:48:00,ACC0407,ACC0616,1899,legitimate transfer,Ranchi,Routine payment
TX0211,CASE005,2026-04-05T07:48:00,ACC0183,ACC0168,4108,legitimate transfer,Noida,Routine payment
TX0212,CASE005,2026-04-11T07:48:00,ACC0660,ACC0561,1860,legitimate transfer,Ludhiana,Routine payment
TX0213,CASE005,2026-03-24T07:48:00,ACC0531,ACC0769,6311,legitimate transfer,Faridabad,Routine payment
TX0214,CASE005,2026-03-23T07:48:00,ACC0650,ACC0614,19740,legitimate transfer,Bhubaneswar,Routine payment
TX0215,CASE005,2026-03-19T07:48:00,ACC0325,ACC0545,17875,legitimate transfer,Chennai,Routine payment
TX0216,CASE005,2026-03-14T07:48:00,ACC0177,ACC0651,12419,legitimate transfer,Chennai,Routine payment
TX0217,CASE005,2026-03-31T07:48:00,ACC0191,ACC0258,5026,legitimate transfer,Gurugram,Routine payment
TX0218,CASE005,2026-04-05T07:48:00,ACC0692,ACC0630,9055,legitimate transfer,Dehradun,Routine payment
TX0219,CASE005,2026-03-26T07:48:00,ACC0242,ACC0756,5232,legitimate transfer,Ludhiana,Routine payment
TX0220,CASE005,2026-03-29T07:48:00,ACC0769,ACC0747,11476,legitimate transfer,Jaipur,Routine payment
TX0221,CASE005,2026-04-06T07:48:00,ACC0702,ACC0783,8206,legitimate transfer,Ranchi,Routine payment
TX0222,CASE005,2026-04-02T07:48:00,ACC0231,ACC0621,10253,legitimate transfer,Delhi,Routine payment
TX0223,CASE005,2026-03-21T07:48:00,ACC0683,ACC0249,4335,legitimate transfer,Bengaluru,Routine payment
TX0224,CASE005,2026-03-14T07:48:00,ACC0008,ACC0037,5370,legitimate transfer,Faridabad,Routine payment
TX0225,CASE005,2026-04-02T07:48:00,ACC0411,ACC0621,7147,legitimate transfer,Kanpur,Routine payment
TX0226,CASE005,2026-04-10T07:48:00,ACC0504,ACC0114,19018,legitimate transfer,Ranchi,Routine payment
TX0227,CASE005,2026-04-02T07:48:00,ACC0120,ACC0325,11101,legitimate transfer,Pune,Routine payment
TX0228,CASE005,2026-04-04T07:48:00,ACC0300,ACC0516,599,legitimate transfer,Kanpur,Routine payment
TX0229,CASE005,2026-04-01T07:48:00,ACC0698,ACC0700,15170,legitimate transfer,Lucknow,Routine payment
TX0230,CASE005,2026-03-30T07:48:00,ACC0523,ACC0436,6163,legitimate transfer,Jaipur,Routine payment
TX0231,CASE005,2026-03-31T07:48:00,ACC0719,ACC0023,9982,legitimate transfer,Gurugram,Routine payment
TX0232,CASE005,2026-03-19T07:48:00,ACC0547,ACC0716,7116,legitimate transfer,Ludhiana,Routine payment
TX0233,CASE005,2026-03-28T07:48:00,ACC0358,ACC0210,14318,legitimate transfer,Surat,Routine payment
TX0234,CASE005,2026-03-21T07:48:00,ACC0383,ACC0226,16035,legitimate transfer,Amritsar,Routine payment
TX0235,CASE005,2026-04-06T07:48:00,ACC0027,ACC0359,6082,legitimate transfer,Kanpur,Routine payment
TX0236,CASE005,2026-04-12T07:48:00,ACC0034,ACC0055,4761,legitimate transfer,Noida,Routine payment
TX0237,CASE005,2026-04-05T07:48:00,ACC0262,ACC0077,3904,legitimate transfer,Pune,Routine payment
TX0238,CASE006,2025-11-01T03:22:00,ACC0257,ACC0288,82000,transfer,Noida,Fund transfer
TX0239,CASE006,2025-10-29T03:22:00,ACC0288,ACC0270,49500,transfer,Noida,Fund transfer
TX0240,CASE006,2025-10-17T03:22:00,ACC0116,ACC0393,10018,legitimate transfer,Ranchi,Routine payment
TX0241,CASE006,2025-10-12T03:22:00,ACC0066,ACC0637,13226,legitimate transfer,Faridabad,Routine payment
