transaction_id,case_id,timestamp,sender_account,receiver_account,amount,transaction_type,location,description
TX4836,CASE011,2026-06-14T00:00:00,ACC0545,ACC0523,238535,transfer,N/A,Post-dormancy burst activity
TX4837,CASE011,2026-06-14T03:00:00,ACC0545,ACC0578,126343,transfer,N/A,Post-dormancy burst activity
TX4838,CASE011,2026-06-14T06:00:00,ACC0545,ACC0523,105294,transfer,N/A,Post-dormancy burst activity
TX4839,CASE011,2026-06-14T09:00:00,ACC0545,ACC0578,235066,transfer,N/A,Post-dormancy burst activity
TX4840,CASE011,2026-06-14T12:00:00,ACC0545,ACC0003,192358,transfer,N/A,Post-dormancy burst activity
TX4841,CASE011,2026-06-14T15:00:00,ACC0545,ACC0523,95070,transfer,N/A,Post-dormancy burst activity
TX4842,CASE012,2026-05-07T09:00:00,ACC0285,ACC0544,46663,transfer,N/A,Sub-threshold structured transfer
TX4843,CASE012,2026-05-07T06:00:00,ACC0285,ACC0544,47661,transfer,N/A,Sub-threshold structured transfer
TX4844,CASE012,2026-05-07T05:00:00,ACC0285,ACC0544,48378,transfer,N/A,Sub-threshold structured transfer
TX4845,CASE012,2026-05-07T07:00:00,ACC0285,ACC0544,48297,transfer,N/A,Sub-threshold structured transfer
TX4846,CASE012,2026-05-07T10:00:00,ACC0285,ACC0544,46246,transfer,N/A,Sub-threshold structured transfer
TX4847,CASE013,2026-06-04T16:00:00,ACC0230,ACC0650,45000,transfer,N/A,Fan-in consolidation transfer
TX4848,CASE013,2026-06-05T23:00:00,ACC0500,ACC0650,45000,transfer,N/A,Fan-in consolidation transfer
TX4849,CASE013,2026-06-05T11:00:00,ACC0261,ACC0650,45000,transfer,N/A,Fan-in consolidation transfer
TX4850,CASE013,2026-06-06T16:00:00,ACC0773,ACC0650,48000,transfer,N/A,Fan-in consolidation transfer
TX4851,CASE013,2026-06-04T21:00:00,ACC0139,ACC0650,45000,transfer,N/A,Fan-in consolidation transfer
TX4852,CASE014,2026-03-01T08:00:00,ACC0634,ACC0716,35000,transfer,N/A,Fan-out distribution transfer
TX4853,CASE014,2026-03-01T06:00:00,ACC0634,ACC0347,40000,transfer,N/A,Fan-out distribution transfer
TX4854,CASE014,2026-03-01T09:00:00,ACC0634,ACC0417,35000,transfer,N/A,Fan-out distribution transfer
TX4855,CASE014,2026-03-02T22:00:00,ACC0634,ACC0263,40000,transfer,N/A,Fan-out distribution transfer
TX4856,CASE014,2026-03-01T07:00:00,ACC0634,ACC0130,30000,transfer,N/A,Fan-out distribution transfer
TX4857,CASE015,2026-01-05T00:00:00,ACC0026,ACC0512,465552,transfer,N/A,Layering pass-through transfer
TX4858,CASE015,2026-01-05T06:00:00,ACC0512,ACC0546,404599,transfer,N/A,Layering pass-through transfer
TX4859,CASE015,2026-01-05T12:00:00,ACC0546,ACC0271,371963,transfer,N/A,Layering pass-through transfer
TX4860,CASE015,2026-01-05T18:00:00,ACC0271,ACC0672,328070,transfer,N/A,Layering pass-through transfer
TX4861,CASE015,2026-01-06T00:00:00,ACC0672,ACC0165,307645,transfer,N/A,Layering pass-through transfer
TX4862,CASE016,2025-08-29T00:00:00,ACC0673,ACC0353,200000,transfer,N/A,Circular flow transfer
TX4863,CASE016,2025-08-29T10:00:00,ACC0353,ACC0627,200000,transfer,N/A,Circular flow transfer
TX4864,CASE016,2025-08-29T20:00:00,ACC0627,ACC0143,200000,transfer,N/A,Circular flow transfer
TX4865,CASE016,2025-08-30T06:00:00,ACC0143,ACC0673,200000,transfer,N/A,Circular flow transfer
TX4866,CASE017,2024-11-09T00:00:00,ACC0022,ACC0087,2000,transfer,N/A,Pre-dormancy activity
TX4867,CASE017,2025-08-16T00:00:00,ACC0087,ACC0376,133989,transfer,N/A,Post-dormancy burst activity
TX4868,CASE017,2025-08-16T03:00:00,ACC0087,ACC0068,207086,transfer,N/A,Post-dormancy burst activity
TX4869,CASE017,2025-08-16T06:00:00,ACC0087,ACC0642,216579,transfer,N/A,Post-dormancy burst activity
TX4870,CASE017,2025-08-16T09:00:00,ACC0087,ACC0642,209730,transfer,N/A,Post-dormancy burst activity
TX4871,CASE017,2025-08-16T12:00:00,ACC0087,ACC0104,175030,transfer,N/A,Post-dormancy burst activity
TX4872,CASE017,2025-08-16T15:00:00,ACC0087,ACC0104,207759,transfer,N/A,Post-dormancy burst activity
TX4873,CASE018,2025-11-13T06:00:00,ACC0033,ACC0427,45394,transfer,N/A,Sub-threshold structured transfer
TX4874,CASE018,2025-11-13T00:00:00,ACC0033,ACC0427,49331,transfer,N/A,Sub-threshold structured transfer
TX4875,CASE018,2025-11-13T08:00:00,ACC0033,ACC0427,45547,transfer,N/A,Sub-threshold structured transfer
TX4876,CASE018,2025-11-13T07:00:00,ACC0033,ACC0427,48377,transfer,N/A,Sub-threshold structured transfer
TX4877,CASE018,2025-11-13T04:00:00,ACC0033,ACC0427,49646,transfer,N/A,Sub-threshold structured transfer
TX4878,CASE019,2026-04-26T10:00:00,ACC0020,ACC0505,45000,transfer,N/A,Fan-in consolidation transfer
TX4879,CASE019,2026-04-26T09:00:00,ACC0522,ACC0505,52000,transfer,N/A,Fan-in consolidation transfer
TX4880,CASE019,2026-04-26T13:00:00,ACC0109,ACC0505,49500,transfer,N/A,Fan-in consolidation transfer
TX4881,CASE019,2026-04-24T04:00:00,ACC0211,ACC0505,45000,transfer,N/A,Fan-in consolidation transfer
TX4882,CASE019,2026-04-24T11:00:00,ACC0648,ACC0505,45000,transfer,N/A,Fan-in consolidation transfer
TX4883,CASE020,2025-11-29T04:00:00,ACC0006,ACC0112,35000,transfer,N/A,Fan-out distribution transfer
TX4884,CASE020,2025-12-01T15:00:00,ACC0006,ACC0553,30000,transfer,N/A,Fan-out distribution transfer
TX4885,CASE020,2025-11-29T22:00:00,ACC0006,ACC0317,40000,transfer,N/A,Fan-out distribution transfer
TX4886,CASE020,2025-12-01T02:00:00,ACC0006,ACC0452,30000,transfer,N/A,Fan-out distribution transfer
TX4887,CASE020,2025-12-01T08:00:00,ACC0006,ACC0242,40000,transfer,N/A,Fan-out distribution transfer
TX4888,CASE021,2025-06-11T00:00:00,ACC0634,ACC0571,468518,transfer,N/A,Layering pass-through transfer
TX4889,CASE021,2025-06-11T06:00:00,ACC0571,ACC0383,415194,transfer,N/A,Layering pass-through transfer
TX4890,CASE021,2025-06-11T12:00:00,ACC0383,ACC0731,369227,transfer,N/A,Layering pass-through transfer
TX4891,CASE021,2025-06-11T18:00:00,ACC0731,ACC0088,334186,transfer,N/A,Layering pass-through transfer
TX4892,CASE021,2025-06-12T00:00:00,ACC0088,ACC0012,313322,transfer,N/A,Layering pass-through transfer
TX4893,CASE022,2025-11-23T00:00:00,ACC0450,ACC0202,200000,transfer,N/A,Circular flow transfer
TX4894,CASE022,2025-11-23T10:00:00,ACC0202,ACC0470,200000,transfer,N/A,Circular flow transfer
TX4895,CASE022,2025-11-23T20:00:00,ACC0470,ACC0640,200000,transfer,N/A,Circular flow transfer
TX4896,CASE022,2025-11-24T06:00:00,ACC0640,ACC0450,200000,transfer,N/A,Circular flow transfer
TX4897,CASE023,2025-03-06T00:00:00,ACC0240,ACC0638,2000,transfer,N/A,Pre-dormancy activity
TX4898,CASE023,2025-12-11T00:00:00,ACC0638,ACC0262,155017,transfer,N/A,Post-dormancy burst activity
TX4899,CASE023,2025-12-11T03:00:00,ACC0638,ACC0262,290011,transfer,N/A,Post-dormancy burst activity
TX4900,CASE023,2025-12-11T06:00:00,ACC0638,ACC0798,252022,transfer,N/A,Post-dormancy burst activity
TX4901,CASE023,2025-12-11T09:00:00,ACC0638,ACC0601,115310,transfer,N/A,Post-dormancy burst activity
TX4902,CASE023,2025-12-11T12:00:00,ACC0638,ACC0798,206267,transfer,N/A,Post-dormancy burst activity
TX4903,CASE023,2025-12-11T15:00:00,ACC0638,ACC0341,162752,transfer,N/A,Post-dormancy burst activity
TX4904,CASE024,2026-04-15T05:00:00,ACC0214,ACC0762,46350,transfer,N/A,Sub-threshold structured transfer
TX4905,CASE024,2026-04-15T00:00:00,ACC0214,ACC0762,46035,transfer,N/A,Sub-threshold structured transfer
TX4906,CASE024,2026-04-15T02:00:00,ACC0214,ACC0762,48165,transfer,N/A,Sub-threshold structured transfer
TX4907,CASE024,2026-04-15T00:00:00,ACC0214,ACC0762,45664,transfer,N/A,Sub-threshold structured transfer
TX4908,CASE024,2026-04-15T03:00:00,ACC0214,ACC0762,45644,transfer,N/A,Sub-threshold structured transfer
TX4909,CASE025,2025-09-08T16:00:00,ACC0767,ACC0545,48000,transfer,N/A,Fan-in consolidation transfer
TX4910,CASE025,2025-09-06T04:00:00,ACC0281,ACC0545,48000,transfer,N/A,Fan-in consolidation transfer
TX4911,CASE025,2025-09-08T10:00:00,ACC0222,ACC0545,49500,transfer,N/A,Fan-in consolidation transfer
TX4912,CASE025,2025-09-08T19:00:00,ACC0076,ACC0545,48000,transfer,N/A,Fan-in consolidation transfer
TX4913,CASE025,2025-09-08T06:00:00,ACC0236,ACC0545,45000,transfer,N/A,Fan-in consolidation transfer
TX4914,CASE026,2025-08-16T21:00:00,ACC0301,ACC0459,30000,transfer,N/A,Fan-out distribution transfer
TX4915,CASE026,2025-08-16T06:00:00,ACC0301,ACC0270,35000,transfer,N/A,Fan-out distribution transfer
TX4916,CASE026,2025-08-18T23:00:00,ACC0301,ACC0608,35000,transfer,N/A,Fan-out distribution transfer
TX4917,CASE026,2025-08-18T02:00:00,ACC0301,ACC0609,40000,transfer,N/A,Fan-out distribution transfer
TX4918,CASE026,2025-08-16T09:00:00,ACC0301,ACC0612,35000,transfer,N/A,Fan-out distribution transfer
TX4919,CASE027,2026-06-28T00:00:00,ACC0758,ACC0694,428155,transfer,N/A,Layering pass-through transfer
TX4920,CASE027,2026-06-28T06:00:00,ACC0694,ACC0614,367864,transfer,N/A,Layering pass-through transfer
TX4921,CASE027,2026-06-28T12:00:00,ACC0614,ACC0455,334126,transfer,N/A,Layering pass-through transfer
TX4922,CASE027,2026-06-28T18:00:00,ACC0455,ACC0543,311797,transfer,N/A,Layering pass-through transfer
TX4923,CASE027,2026-06-29T00:00:00,ACC0543,ACC0577,273289,transfer,N/A,Layering pass-through transfer
TX4924,CASE028,2026-02-01T00:00:00,ACC0647,ACC0566,200000,transfer,N/A,Circular flow transfer
TX4925,CASE028,2026-02-01T10:00:00,ACC0566,ACC0004,200000,transfer,N/A,Circular flow transfer
TX4926,CASE028,2026-02-01T20:00:00,ACC0004,ACC0337,200000,transfer,N/A,Circular flow transfer
TX4927,CASE028,2026-02-02T06:00:00,ACC0337,ACC0647,200000,transfer,N/A,Circular flow transfer
TX4928,CASE029,2025-06-20T00:00:00,ACC0369,ACC0369,2000,transfer,N/A,Pre-dormancy activity
TX4929,CASE029,2026-03-27T00:00:00,ACC0369,ACC0030,202047,transfer,N/A,Post-dormancy burst activity
TX4930,CASE029,2026-03-27T03:00:00,ACC0369,ACC0368,266874,transfer,N/A,Post-dormancy burst activity
TX4931,CASE029,2026-03-27T06:00:00,ACC0369,ACC0603,290846,transfer,N/A,Post-dormancy burst activity
TX4932,CASE029,2026-03-27T09:00:00,ACC0369,ACC0603,99285,transfer,N/A,Post-dormancy burst activity
TX4933,CASE029,2026-03-27T12:00:00,ACC0369,ACC0603,245260,transfer,N/A,Post-dormancy burst activity
TX4934,CASE029,2026-03-27T15:00:00,ACC0369,ACC0417,286203,transfer,N/A,Post-dormancy burst activity
TX4935,CASE030,2025-06-16T10:00:00,ACC0263,ACC0295,46966,transfer,N/A,Sub-threshold structured transfer
TX4936,CASE030,2025-06-16T02:00:00,ACC0263,ACC0295,48697,transfer,N/A,Sub-threshold structured transfer
TX4937,CASE030,2025-06-16T00:00:00,ACC0263,ACC0295,49111,transfer,N/A,Sub-threshold structured transfer
TX4938,CASE030,2025-06-16T08:00:00,ACC0263,ACC0295,48433,transfer,N/A,Sub-threshold structured transfer
TX4939,CASE030,2025-06-16T04:00:00,ACC0263,ACC0295,48246,transfer,N/A,Sub-threshold structured transfer
TX4940,CASE031,2026-05-05T03:00:00,ACC0465,ACC0159,48000,transfer,N/A,Fan-in consolidation transfer
TX4941,CASE031,2026-05-06T10:00:00,ACC0192,ACC0159,45000,transfer,N/A,Fan-in consolidation transfer
TX4942,CASE031,2026-05-06T18:00:00,ACC0549,ACC0159,45000,transfer,N/A,Fan-in consolidation transfer
TX4943,CASE031,2026-05-06T02:00:00,ACC0719,ACC0159,45000,transfer,N/A,Fan-in consolidation transfer
TX4944,CASE031,2026-05-06T07:00:00,ACC0022,ACC0159,52000,transfer,N/A,Fan-in consolidation transfer
TX4945,CASE032,2025-12-20T18:00:00,ACC0082,ACC0472,30000,transfer,N/A,Fan-out distribution transfer
TX4946,CASE032,2025-12-20T02:00:00,ACC0082,ACC0622,40000,transfer,N/A,Fan-out distribution transfer
TX4947,CASE032,2025-12-20T07:00:00,ACC0082,ACC0095,30000,transfer,N/A,Fan-out distribution transfer
TX4948,CASE032,2025-12-18T04:00:00,ACC0082,ACC0730,40000,transfer,N/A,Fan-out distribution transfer
TX4949,CASE032,2025-12-18T12:00:00,ACC0082,ACC0136,40000,transfer,N/A,Fan-out distribution transfer
TX4950,CASE033,2025-07-28T00:00:00,ACC0689,ACC0521,468205,transfer,N/A,Layering pass-through transfer
TX4951,CASE033,2025-07-28T06:00:00,ACC0521,ACC0270,418237,transfer,N/A,Layering pass-through transfer
TX4952,CASE033,2025-07-28T12:00:00,ACC0270,ACC0114,391399,transfer,N/A,Layering pass-through transfer
TX4953,CASE033,2025-07-28T18:00:00,ACC0114,ACC0418,346514,transfer,N/A,Layering pass-through transfer
TX4954,CASE033,2025-07-29T00:00:00,ACC0418,ACC0663,323231,transfer,N/A,Layering pass-through transfer
TX4955,CASE034,2026-03-04T00:00:00,ACC0228,ACC0481,200000,transfer,N/A,Circular flow transfer
TX4956,CASE034,2026-03-04T10:00:00,ACC0481,ACC0619,200000,transfer,N/A,Circular flow transfer
TX4957,CASE034,2026-03-04T20:00:00,ACC0619,ACC0548,200000,transfer,N/A,Circular flow transfer
TX4958,CASE034,2026-03-05T06:00:00,ACC0548,ACC0228,200000,transfer,N/A,Circular flow transfer
TX4959,CASE035,2024-12-12T00:00:00,ACC0083,ACC0724,2000,transfer,N/A,Pre-dormancy activity
TX4960,CASE035,2025-09-18T00:00:00,ACC0724,ACC0083,253408,transfer,N/A,Post-dormancy burst activity
TX4961,CASE035,2025-09-18T03:00:00,ACC0724,ACC0538,284128,transfer,N/A,Post-dormancy burst activity
TX4962,CASE035,2025-09-18T06:00:00,ACC0724,ACC0098,114674,transfer,N/A,Post-dormancy burst activity
TX4963,CASE035,2025-09-18T09:00:00,ACC0724,ACC0206,187551,transfer,N/A,Post-dormancy burst activity
TX4964,CASE035,2025-09-18T12:00:00,ACC0724,ACC0206,261094,transfer,N/A,Post-dormancy burst activity
TX4965,CASE035,2025-09-18T15:00:00,ACC0724,ACC0218,209653,transfer,N/A,Post-dormancy burst activity
TX4966,CASE036,2025-06-21T07:00:00,ACC0741,ACC0012,46989,transfer,N/A,Sub-threshold structured transfer
TX4967,CASE036,2025-06-21T10:00:00,ACC0741,ACC0012,48559,transfer,N/A,Sub-threshold structured transfer
TX4968,CASE036,2025-06-21T01:00:00,ACC0741,ACC0012,47988,transfer,N/A,Sub-threshold structured transfer
TX4969,CASE036,2025-06-21T03:00:00,ACC0741,ACC0012,46719,transfer,N/A,Sub-threshold structured transfer
TX4970,CASE036,2025-06-21T07:00:00,ACC0741,ACC0012,47599,transfer,N/A,Sub-threshold structured transfer
TX4971,CASE037,2025-09-12T22:00:00,ACC0595,ACC0104,49500,transfer,N/A,Fan-in consolidation transfer
TX4972,CASE037,2025-09-12T07:00:00,ACC0721,ACC0104,52000,transfer,N/A,Fan-in consolidation transfer
TX4973,CASE037,2025-09-12T18:00:00,ACC0425,ACC0104,48000,transfer,N/A,Fan-in consolidation transfer
TX4974,CASE037,2025-09-14T10:00:00,ACC0539,ACC0104,49500,transfer,N/A,Fan-in consolidation transfer
TX4975,CASE037,2025-09-14T16:00:00,ACC0294,ACC0104,48000,transfer,N/A,Fan-in consolidation transfer
TX4976,CASE038,2025-10-08T12:00:00,ACC0193,ACC0083,35000,transfer,N/A,Fan-out distribution transfer
TX4977,CASE038,2025-10-08T22:00:00,ACC0193,ACC0213,30000,transfer,N/A,Fan-out distribution transfer
TX4978,CASE038,2025-10-10T13:00:00,ACC0193,ACC0732,35000,transfer,N/A,Fan-out distribution transfer
TX4979,CASE038,2025-10-08T21:00:00,ACC0193,ACC0321,40000,transfer,N/A,Fan-out distribution transfer
TX4980,CASE038,2025-10-09T11:00:00,ACC0193,ACC0099,30000,transfer,N/A,Fan-out distribution transfer
TX4981,CASE039,2025-08-17T00:00:00,ACC0800,ACC0710,440111,transfer,N/A,Layering pass-through transfer
TX4982,CASE039,2025-08-17T06:00:00,ACC0710,ACC0566,385869,transfer,N/A,Layering pass-through transfer
TX4983,CASE039,2025-08-17T12:00:00,ACC0566,ACC0703,353720,transfer,N/A,Layering pass-through transfer
TX4984,CASE039,2025-08-17T18:00:00,ACC0703,ACC0470,313660,transfer,N/A,Layering pass-through transfer
TX4985,CASE039,2025-08-18T00:00:00,ACC0470,ACC0126,267756,transfer,N/A,Layering pass-through transfer
TX4986,CASE040,2026-02-16T00:00:00,ACC0115,ACC0579,200000,transfer,N/A,Circular flow transfer
TX4987,CASE040,2026-02-16T10:00:00,ACC0579,ACC0676,200000,transfer,N/A,Circular flow transfer
TX4988,CASE040,2026-02-16T20:00:00,ACC0676,ACC0030,200000,transfer,N/A,Circular flow transfer
TX4989,CASE040,2026-02-17T06:00:00,ACC0030,ACC0115,200000,transfer,N/A,Circular flow transfer
TX4990,CASE041,2024-10-14T00:00:00,ACC0087,ACC0033,2000,transfer,N/A,Pre-dormancy activity
TX4991,CASE041,2025-07-21T00:00:00,ACC0033,ACC0492,142306,transfer,N/A,Post-dormancy burst activity
TX4992,CASE041,2025-07-21T03:00:00,ACC0033,ACC0770,146018,transfer,N/A,Post-dormancy burst activity
TX4993,CASE041,2025-07-21T06:00:00,ACC0033,ACC0682,256827,transfer,N/A,Post-dormancy burst activity
TX4994,CASE041,2025-07-21T09:00:00,ACC0033,ACC0087,252058,transfer,N/A,Post-dormancy burst activity
TX4995,CASE041,2025-07-21T12:00:00,ACC0033,ACC0682,257226,transfer,N/A,Post-dormancy burst activity
TX4996,CASE041,2025-07-21T15:00:00,ACC0033,ACC0682,128415,transfer,N/A,Post-dormancy burst activity
TX4997,CASE042,2025-11-26T06:00:00,ACC0464,ACC0718,48440,transfer,N/A,Sub-threshold structured transfer
TX4998,CASE042,2025-11-26T10:00:00,ACC0464,ACC0718,45981,transfer,N/A,Sub-threshold structured transfer
TX4999,CASE042,2025-11-26T06:00:00,ACC0464,ACC0718,49283,transfer,N/A,Sub-threshold structured transfer
TX5000,CASE042,2025-11-26T00:00:00,ACC0464,ACC0718,45025,transfer,N/A,Sub-threshold structured transfer
TX5001,CASE042,2025-11-26T07:00:00,ACC0464,ACC0718,49409,transfer,N/A,Sub-threshold structured transfer
TX5002,CASE043,2026-03-25T11:00:00,ACC0210,ACC0652,52000,transfer,N/A,Fan-in consolidation transfer
TX5003,CASE043,2026-03-26T00:00:00,ACC0114,ACC0652,45000,transfer,N/A,Fan-in consolidation transfer
TX5004,CASE043,2026-03-25T09:00:00,ACC0190,ACC0652,45000,transfer,N/A,Fan-in consolidation transfer
TX5005,CASE043,2026-03-27T11:00:00,ACC0077,ACC0652,48000,transfer,N/A,Fan-in consolidation transfer
TX5006,CASE043,2026-03-25T14:00:00,ACC0759,ACC0652,48000,transfer,N/A,Fan-in consolidation transfer
TX5007,CASE044,2026-01-26T13:00:00,ACC0277,ACC0301,40000,transfer,N/A,Fan-out distribution transfer
TX5008,CASE044,2026-01-26T02:00:00,ACC0277,ACC0312,40000,transfer,N/A,Fan-out distribution transfer
TX5009,CASE044,2026-01-28T03:00:00,ACC0277,ACC0460,40000,transfer,N/A,Fan-out distribution transfer
TX5010,CASE044,2026-01-28T08:00:00,ACC0277,ACC0249,30000,transfer,N/A,Fan-out distribution transfer
TX5011,CASE044,2026-01-28T16:00:00,ACC0277,ACC0520,30000,transfer,N/A,Fan-out distribution transfer
TX5012,CASE045,2025-11-25T00:00:00,ACC0189,ACC0131,435565,transfer,N/A,Layering pass-through transfer
TX5013,CASE045,2025-11-25T06:00:00,ACC0131,ACC0720,406415,transfer,N/A,Layering pass-through transfer
TX5014,CASE045,2025-11-25T12:00:00,ACC0720,ACC0219,382628,transfer,N/A,Layering pass-through transfer
TX5015,CASE045,2025-11-25T18:00:00,ACC0219,ACC0670,336099,transfer,N/A,Layering pass-through transfer
TX5016,CASE045,2025-11-26T00:00:00,ACC0670,ACC0435,318689,transfer,N/A,Layering pass-through transfer
TX5017,CASE046,2025-11-22T00:00:00,ACC0756,ACC0211,200000,transfer,N/A,Circular flow transfer
TX5018,CASE046,2025-11-22T10:00:00,ACC0211,ACC0588,200000,transfer,N/A,Circular flow transfer
TX5019,CASE046,2025-11-22T20:00:00,ACC0588,ACC0703,200000,transfer,N/A,Circular flow transfer
TX5020,CASE046,2025-11-23T06:00:00,ACC0703,ACC0756,200000,transfer,N/A,Circular flow transfer
TX5021,CASE047,2025-09-04T00:00:00,ACC0773,ACC0588,2000,transfer,N/A,Pre-dormancy activity
TX5022,CASE047,2026-06-11T00:00:00,ACC0588,ACC0102,159324,transfer,N/A,Post-dormancy burst activity
TX5023,CASE047,2026-06-11T03:00:00,ACC0588,ACC0373,178835,transfer,N/A,Post-dormancy burst activity
TX5024,CASE047,2026-06-11T06:00:00,ACC0588,ACC0373,266605,transfer,N/A,Post-dormancy burst activity
TX5025,CASE047,2026-06-11T09:00:00,ACC0588,ACC0773,156157,transfer,N/A,Post-dormancy burst activity
