evidence_id,case_id,source_table,record_id,sequence_index,content_sha256,previous_hash,block_hash
cdr:CDR0024,CASE001,cdr,CDR0024,25,71cd589c0a13486d928dde5059f54b5369ee97ad771e032f3406c0639cdbe974,80ff13dd834ca8b4e9db36d5894c4b8f5833182bc403ca49a0694a7eff882462,55aed2e9d13d5543c3373a86a2b4c72bec90a1cc8e9cb82a8a1dbeee1adfb0a3
cdr:CDR0025,CASE001,cdr,CDR0025,26,a586740b7e6ffc54d23a59bb99a09b020f218f179cd8697e75fa80d8d2a20269,55aed2e9d13d5543c3373a86a2b4c72bec90a1cc8e9cb82a8a1dbeee1adfb0a3,700e98819f9229a06ea8ea1f466be7752ccefc3df96514cc3e24c98e85074c97
cdr:CDR0026,CASE001,cdr,CDR0026,27,d4b2033d5702c0f4f6e07c1c740a57002f223abb2c547a8c947151c9f9fc2627,700e98819f9229a06ea8ea1f466be7752ccefc3df96514cc3e24c98e85074c97,3851ed721d997e5225580c93ef40c0e45eea9a8991140af7366cda3d0910db90
cdr:CDR0027,CASE001,cdr,CDR0027,28,c9d35f63d2dd32018da1259927714628ced728d0cbeb06b1af111f7b77c4e935,3851ed721d997e5225580c93ef40c0e45eea9a8991140af7366cda3d0910db90,695cb85372e23261b98f1e59e5eaabd721f5d903ac2b277bb57f3b5287d9dbf7
cdr:CDR0028,CASE001,cdr,CDR0028,29,58af8850ca562930eb7e303c420a2e103c9f949352604f6e0f30385955e0f0ff,695cb85372e23261b98f1e59e5eaabd721f5d903ac2b277bb57f3b5287d9dbf7,8426d195760843ad16fe6344786b8472990daf104dd9597da712a70fe4560e8c
cdr:CDR0029,CASE001,cdr,CDR0029,30,296360f01e97a7b25929b68632173fca665484a35366791a8e2a0e78a12987e7,8426d195760843ad16fe6344786b8472990daf104dd9597da712a70fe4560e8c,fa4187720e2dbae638b644ea637e8a742aad52ae171a09bde86396a5c606eb40
cdr:CDR0030,CASE001,cdr,CDR0030,31,9b99cd42d551deb544c7af1760fbc0073859670b93c778f81f82f5f02dda7acb,fa4187720e2dbae638b644ea637e8a742aad52ae171a09bde86396a5c606eb40,c2a69652209dacbbed0e033fdc1384bd8c8cf7557359f8de9151aefb7988877c
cdr:CDR0031,CASE001,cdr,CDR0031,32,f3860898c53c016134b3e8cbf30511d0ae2937c2e11e93692c2a2072d85722ea,c2a69652209dacbbed0e033fdc1384bd8c8cf7557359f8de9151aefb7988877c,4db44654e0b9b473e05c74ea99a8975c8808f8817b4f65d5b35f3e0289970f12
cdr:CDR0032,CASE001,cdr,CDR0032,33,829c48f4f99a9dc695bdfb36e8d90663b812f813e2566a4d2a67e2ccaf002d35,4db44654e0b9b473e05c74ea99a8975c8808f8817b4f65d5b35f3e0289970f12,9f32e848caa248352977fbc8a2b4f53f323c4d4070e0d1ae6d90d99793efd0b8
cdr:CDR0033,CASE001,cdr,CDR0033,34,a8112b364cb4ba3ca7d7c7108a75d02e02f4b8f4eac7f402ecf72feb390ddae7,9f32e848caa248352977fbc8a2b4f53f323c4d4070e0d1ae6d90d99793efd0b8,e734ccc9beb98526a84840ff9dea6c1896eb1150bdc1540fa1a609cb10e59699
cdr:CDR0034,CASE001,cdr,CDR0034,35,1e7885ef49539f98b4ea9899e03d5d7516072f02a0456f3c6119fe53dc91ba0d,e734ccc9beb98526a84840ff9dea6c1896eb1150bdc1540fa1a609cb10e59699,54b7e3f042a76f8ef93ec348e8dedc7bd962147603cb5e79d238ce79c0aae96f
cdr:CDR0035,CASE001,cdr,CDR0035,36,5ea8e246f00f66f748daa90e49e00a859e23d30bef8c549b442bba020420d3da,54b7e3f042a76f8ef93ec348e8dedc7bd962147603cb5e79d238ce79c0aae96f,e87762b7e96ed84b3ada8d9c3bc91d15e854f3d57b976ea1cb2263dd65857c57
cdr:CDR0036,CASE001,cdr,CDR0036,37,d0270e7bcd5e342b97a7c0e54d6b8a1032d4e731eacec43070ececc4d83574f3,e87762b7e96ed84b3ada8d9c3bc91d15e854f3d57b976ea1cb2263dd65857c57,d993ab1ec53bb32d5285e331fb105ff413389dcfd6838c313bbeac6f1bd8fac4
cdr:CDR0037,CASE001,cdr,CDR0037,38,6ec6ad6290cdd1bcaf0706fdb3adb9e362a187f6b9fd52e1f67622a107b23203,d993ab1ec53bb32d5285e331fb105ff413389dcfd6838c313bbeac6f1bd8fac4,04ab0a4ac0717a80e2f3452d7a9435e228986f4a4d1c1936acfb4adba72fb002
cdr:CDR0038,CASE001,cdr,CDR0038,39,ef9f7cf2285620fd57de733fa7bed5417d39f3f4c12e4999feb56802bff94ecf,04ab0a4ac0717a80e2f3452d7a9435e228986f4a4d1c1936acfb4adba72fb002,c79266722a118fe073fb1c7c7fdea322e4c322bccd5cf3b44de0874bba106b1f
cdr:CDR0039,CASE001,cdr,CDR0039,40,93d472b84d95e6b26b1a3e98303ef3db381313c92833a1952f3b1db6703ecd2f,c79266722a118fe073fb1c7c7fdea322e4c322bccd5cf3b44de0874bba106b1f,5ce86dd763bc4ac17237808f4484b408e7dba08c30d0e3650312db748b42ab71
cdr:CDR0040,CASE001,cdr,CDR0040,41,0c585a81ecf94b35ecf1e5b68d56a371427b4898f4f9131c862198508e32c0dd,5ce86dd763bc4ac17237808f4484b408e7dba08c30d0e3650312db748b42ab71,9e8fbab576dfb57320fcbb501572bca371a26a39ef91e87155baa523916088f1
cdr:CDR0041,CASE001,cdr,CDR0041,42,d0403bad1f663b08feff178917bd99d6aaf3c707b022a9a17503f2ead374f93b,9e8fbab576dfb57320fcbb501572bca371a26a39ef91e87155baa523916088f1,028c51c3036b9a82ed19173c637ea6dce18b566ebf8ee9f4e5c5a99e40886c83
cdr:CDR0042,CASE001,cdr,CDR0042,43,abf9f5c3b828a92d0570e97f36567c40ac6bf7414be66e6a5de0e3771d3ff82a,028c51c3036b9a82ed19173c637ea6dce18b566ebf8ee9f4e5c5a99e40886c83,068ef2f6657fce3e7e38444dbdbb7b9a9be0281068584b872e27a53a84801e8d
cdr:CDR0043,CASE001,cdr,CDR0043,44,9db3ec15f9f5f29fd04ff6666328fd6a9e6c098a85806c8de6f725cfd01a245d,068ef2f6657fce3e7e38444dbdbb7b9a9be0281068584b872e27a53a84801e8d,1bb0e3b91031a191711b1eb5893c66a46b97a205e5fab3ccbab3e576a169f81a
cdr:CDR0044,CASE001,cdr,CDR0044,45,7f07ec698052d38826540460c68238e710567d6db2a38874ad41b8e041f8a5f5,1bb0e3b91031a191711b1eb5893c66a46b97a205e5fab3ccbab3e576a169f81a,5d99496443f07c22d4f2230d5a92466c9603cb94835c5eb1f1cd3a90bf3a15e4
cdr:CDR0045,CASE001,cdr,CDR0045,46,79dd1bcb3c9d2bd69a40cf2e9eb5dd7917174b1adb875f51d68068fcec301ebb,5d99496443f07c22d4f2230d5a92466c9603cb94835c5eb1f1cd3a90bf3a15e4,820a5b61f2db324d97b9daad2a55e8ec51a0b250ed773763338b8beee6a0ab58
cdr:CDR0046,CASE001,cdr,CDR0046,47,c1348712daba0cd8ae8a546bf517f8e438db0a4c50a36115b29cb1a196253f56,820a5b61f2db324d97b9daad2a55e8ec51a0b250ed773763338b8beee6a0ab58,0dcb442d911c4d2379945e9bcb918d3535a366cfc3e8cf20842c39c67b80a141
cdr:CDR0047,CASE001,cdr,CDR0047,48,08a6a8934362ffa02646b79660af0f45dabd61d9730263504ea4b9898e690df0,0dcb442d911c4d2379945e9bcb918d3535a366cfc3e8cf20842c39c67b80a141,0b8e4352f264e5a23bf2b0bd2780caf3a939bed58b32a6e8558ee19e9b799345
cdr:CDR0048,CASE001,cdr,CDR0048,49,eefa3f2f35323cd66704b9603a729ff5aa8214aa6d3485f3152f199d7b2a4275,0b8e4352f264e5a23bf2b0bd2780caf3a939bed58b32a6e8558ee19e9b799345,5ed96b472b1e841edbd2fce37224881f3df977d2fdbb8c52662ad0ebf62b6676
cdr:CDR0049,CASE001,cdr,CDR0049,50,fcc3e074a56e8732709cb90b4010bc15e5a4f3719b6c540844bfff68766a50e2,5ed96b472b1e841edbd2fce37224881f3df977d2fdbb8c52662ad0ebf62b6676,06353cc42d2166fc80469de004c4502baef3392dbc9c2105e7f305cb8cc78028
cdr:CDR0050,CASE001,cdr,CDR0050,51,8ed303327e194348ae7c5bcd82f0bde4860c086cd3b4beaeeb3142b821aea84d,06353cc42d2166fc80469de004c4502baef3392dbc9c2105e7f305cb8cc78028,64e2975a7563ecc4e9d7159eb463f1a8b057a7d0f3e518a5136556c776e1bcc5
cdr:CDR0051,CASE001,cdr,CDR0051,52,1d934cebeb449d9c7f47f6be0a9f0d9bbb8fdf15a3108bee5490bd225a293a4a,64e2975a7563ecc4e9d7159eb463f1a8b057a7d0f3e518a5136556c776e1bcc5,bcc7ea03a370b0583cb987f5f41d0752ccfcf9321b0871fa6f6793ee5f0a0ae6
cdr:CDR0052,CASE001,cdr,CDR0052,53,d62b39cf708f8fc09e6927b468097160fa88315f7e971b1caa5708daf8d7398e,bcc7ea03a370b0583cb987f5f41d0752ccfcf9321b0871fa6f6793ee5f0a0ae6,80b84eaf86b49c5486464d276b898c09641539a3e36d4ce096fba80f5dc1c74c
cdr:CDR0053,CASE001,cdr,CDR0053,54,f0b7c12c342cf466b38b71e19c0bb162f9cdf1e37ff9a45199bd458591bc0acd,80b84eaf86b49c5486464d276b898c09641539a3e36d4ce096fba80f5dc1c74c,ed44a0e5b97aebcb246709b68497e47299b8f8ade735350dba130a1e21a8c4cf
cdr:CDR0054,CASE001,cdr,CDR0054,55,cfe0819f11b6d54957f48b53528c862a1b7855193726e6ac722cc17ae15acdbb,ed44a0e5b97aebcb246709b68497e47299b8f8ade735350dba130a1e21a8c4cf,98ae0b93d622cfe0d810e7b7a1874ec363eaa26eb8643de9323d4ce4a7e6f569
cdr:CDR0055,CASE001,cdr,CDR0055,56,1245c86cc3ffdf2b4a04a5d28d88fe455fc23a73408690241b96fb63d590b3ee,98ae0b93d622cfe0d810e7b7a1874ec363eaa26eb8643de9323d4ce4a7e6f569,2e256b8e0c7ccae817a274bb87a4a5f93aa460a411d7362b07bb1a79ebf9a581
cdr:CDR0056,CASE001,cdr,CDR0056,57,1a843a6b6f12af546f985b718031a84dff46b36d8670e8df76ac5eafeeaef41e,2e256b8e0c7ccae817a274bb87a4a5f93aa460a411d7362b07bb1a79ebf9a581,76ff0745ee6efd85e665ef24afed539af29903bfea549e7eb150ae07b3e0399b
cdr:CDR0057,CASE001,cdr,CDR0057,58,507a4c720752bbf45f1ce324c51d843e03466f7616fcd519f3c9a13bd2de4aff,76ff0745ee6efd85e665ef24afed539af29903bfea549e7eb150ae07b3e0399b,b308c5f4fc3309738205b4cafa16804a0cc87198435a2172ddaf06bf32a0e632
cdr:CDR0058,CASE001,cdr,CDR0058,59,ee16d83a4bb241fbb4f1c1a155e1ba722e4856919d0b1057b26d49f84cc02df6,b308c5f4fc3309738205b4cafa16804a0cc87198435a2172ddaf06bf32a0e632,eaab2b13e30de194d3d37e41f1765d6030330f8be6569fd54f5e262deacf4664
cdr:CDR0059,CASE001,cdr,CDR0059,60,8d9e4a6d1bb5c1b3a18e5e18ab685aa3303792ddaa8b5c39dd38022ae5dc97ea,eaab2b13e30de194d3d37e41f1765d6030330f8be6569fd54f5e262deacf4664,411a510e08dabcdbbde1f1bd46364fcedfa78b77b0c74c1dadfc559b95f319fc
cdr:CDR0060,CASE001,cdr,CDR0060,61,ae3050c7d72f1c4c78ded8a3d19a29d761ca39ca406a86a04596a07361364964,411a510e08dabcdbbde1f1bd46364fcedfa78b77b0c74c1dadfc559b95f319fc,313095170f5066e5c9c6ecafd770e14453ec5fc091abf295fdba5c950dfe15ba
cdr:CDR0061,CASE001,cdr,CDR0061,62,ad903aa5f9312390f514e952421e78c01c96e810706601dc9a70ec70425f78a7,313095170f5066e5c9c6ecafd770e14453ec5fc091abf295fdba5c950dfe15ba,d08f289e26ef845cc94c2c4f907a3fac5d36be376cba5b46b06d58db45a77101
cdr:CDR0062,CASE001,cdr,CDR0062,63,0f20156ac1ac03b54f3d0936f3fbce58f74ea287363e998395ed427b7d9b4147,d08f289e26ef845cc94c2c4f907a3fac5d36be376cba5b46b06d58db45a77101,7f8195618d5ab49c857ebc4d404fa1548703534f4335236589aaa53f450f0caf
cdr:CDR0063,CASE001,cdr,CDR0063,64,c5b7eef0b0a67133db1e8c65a1a3b00e47ee015a23dba08c83747e29ce01b0fc,7f8195618d5ab49c857ebc4d404fa1548703534f4335236589aaa53f450f0caf,21a85fe7650f713c15e0e09e00bd61e4e49e799b7a7506f0418e0e805f5d43ec
cdr:CDR0064,CASE001,cdr,CDR0064,65,8cc36251ef6a525460d7c6dfb805db6d466a6b2be127c779bd843ac5f5b54ac7,21a85fe7650f713c15e0e09e00bd61e4e49e799b7a7506f0418e0e805f5d43ec,4431a6dfeecff917a72eece8c8e37c822bd985c8ec540ca4ab0d8ed83d5f0526
cdr:CDR0065,CASE001,cdr,CDR0065,66,6edb926a0363e38b351471431a5716d7c9008e9787fa01de8fcfcfc0c478db42,4431a6dfeecff917a72eece8c8e37c822bd985c8ec540ca4ab0d8ed83d5f0526,154d18f7cbaae557605ed989bc6efcbf1bb6e0569b8c907286af45643346bfe4
cdr:CDR0066,CASE001,cdr,CDR0066,67,bc459255ffde0e4d22dace3ac5fbd01a6ef3fd200a03742f7dbcb11eeaef2c2a,154d18f7cbaae557605ed989bc6efcbf1bb6e0569b8c907286af45643346bfe4,ba97c9994051dbf998f04915276ef1d9444a63678e78bffd92e16f0aa8853870
cdr:CDR0067,CASE001,cdr,CDR0067,68,2b09f7e1fd1c562cfa55f90a854ec4af64d90a35d64e2f6fe83f8570dd428415,ba97c9994051dbf998f04915276ef1d9444a63678e78bffd92e16f0aa8853870,bd80fd4cd6c4ea994ce2f15800004d43413ce1d528ba6422345e7fd68a1ebb2c
cdr:CDR0068,CASE001,cdr,CDR0068,69,5c404318088486163b4665c0d801642f19262f05ef3aa0bd10e21bbc61902c81,bd80fd4cd6c4ea994ce2f15800004d43413ce1d528ba6422345e7fd68a1ebb2c,7048ea1420e68dfb05dda3ec50aa2300a9bd7833f58b438e302b48a2693c49b0
cdr:CDR0069,CASE001,cdr,CDR0069,70,fb3300c754502ad54e1262fc05a9d3ce8cebaafe64025533e6e01087ace43cba,7048ea1420e68dfb05dda3ec50aa2300a9bd7833f58b438e302b48a2693c49b0,f8c8958fdf8fbd86d10b5ece3b34c1a704b98503522c092f22e541e1a42d2b7c
cdr:CDR0070,CASE001,cdr,CDR0070,71,8b86bbf33f1c6c0720539a16042e23467aa6c66c71d4624f107d766f38cb5e2a,f8c8958fdf8fbd86d10b5ece3b34c1a704b98503522c092f22e541e1a42d2b7c,325462df55c30d9d96cf4e39b6c88f2f8ed87344f114a5b2ab11c95370b36385
cdr:CDR0071,CASE001,cdr,CDR0071,72,f4952b910e553938e7a66f992186ef18d9d1505170b79abda944bdd13319f5e2,325462df55c30d9d96cf4e39b6c88f2f8ed87344f114a5b2ab11c95370b36385,a424b8dfa682d2983d10e744b183e0566f26dfa56d6db81e5ae569c060436a7f
cdr:CDR0072,CASE001,cdr,CDR0072,73,5171236ce2715241c6380a89769812ba749814a18b6d3ac5af0ec675de3c147b,a424b8dfa682d2983d10e744b183e0566f26dfa56d6db81e5ae569c060436a7f,20e9eb0f4f0394f318ec161786936d0b18ffc22e45b96dd2e1f79968fc53a759
cdr:CDR0073,CASE001,cdr,CDR0073,74,0513cfaf7d760037016cf87220c9e2bf8d39a4beb1d854ee1878a80e343c6cc8,20e9eb0f4f0394f318ec161786936d0b18ffc22e45b96dd2e1f79968fc53a759,9f66544feeb6139f0e5b3ac3596eaad791ef0814aec12407ae835e0b1c0a2c52
cdr:CDR0074,CASE001,cdr,CDR0074,75,3c76a2870e837904facbb2c4980d3f4cdaa689d06d84aaa0a905a08d9fb2903b,9f66544feeb6139f0e5b3ac3596eaad791ef0814aec12407ae835e0b1c0a2c52,152c01126c3b8a679e92d57b59a69f027a1e032b8e79d555f933faee178780e4
cdr:CDR0075,CASE001,cdr,CDR0075,76,6b2cb219fae386c6dc532998e897d2ba6dbb093b7121019368cf0540dbe3ea93,152c01126c3b8a679e92d57b59a69f027a1e032b8e79d555f933faee178780e4,662c1dbfdb2e6d489197d97d19fa38562c0243a4ea3de489238681a0e7b61f2e
cdr:CDR0076,CASE001,cdr,CDR0076,77,500ddae7b3bdcb83e3a56697fd147d7736a1d411400330b8008f3a09079ab151,662c1dbfdb2e6d489197d97d19fa38562c0243a4ea3de489238681a0e7b61f2e,dd94ed80a1adad29284567aff127a13c3b703126a5c42bb935e2c2136068b93c
cdr:CDR0077,CASE001,cdr,CDR0077,78,913fd7bd37669d0691f4c3ed7448b33d8cc6c980e7441709c1333bbb312e5216,dd94ed80a1adad29284567aff127a13c3b703126a5c42bb935e2c2136068b93c,551c9a262f3d080eaf37dde6f4816723a2b2182d66b39cc6def9e04bf64b86d1
cdr:CDR0078,CASE001,cdr,CDR0078,79,030eaf642f35a07ca65eba877f1dab92918f7db07eca0cea72a2683ad907630f,551c9a262f3d080eaf37dde6f4816723a2b2182d66b39cc6def9e04bf64b86d1,056330f402aa3ab5b7a37ccf554804346db8383b617f4c66fbdd158d498eb439
cdr:CDR0079,CASE001,cdr,CDR0079,80,6f28269559687afc5b2af7dd46e21b2854deb0751ccf5bd12106ba5d8aa1efe4,056330f402aa3ab5b7a37ccf554804346db8383b617f4c66fbdd158d498eb439,44f548da1548817e54fd12aec12255e13d41c736e9d01857ae3f8ebf9a4f4be1
cdr:CDR0080,CASE001,cdr,CDR0080,81,56a5397e64b2256c75c1f77ec5a73bd3154db69705593875d0ad25fa8c504355,44f548da1548817e54fd12aec12255e13d41c736e9d01857ae3f8ebf9a4f4be1,8ca262385e753795f9493345a6ef33a3720eb2ee7dc08e9d6b494916c1fee55c
cdr:CDR0081,CASE001,cdr,CDR0081,82,13dd45c8dbb5b8cfc11d8e944689f37cd6e5bae36980686c839a4bfc2c15590e,8ca262385e753795f9493345a6ef33a3720eb2ee7dc08e9d6b494916c1fee55c,d06e874095241541566235c9e05b1aaa7e45c10ee6326e32184aabe51ad1bcec
cdr:CDR0082,CASE001,cdr,CDR0082,83,12c0d05f631f9aec51395c11ed21a397cfed3a67782de1803a8efecd8dc9178c,d06e874095241541566235c9e05b1aaa7e45c10ee6326e32184aabe51ad1bcec,4c5139d93e756bbbdd682ceddd3e176f589ca2a0a602b0bfd3086e27d49ae8a3
cdr:CDR0083,CASE001,cdr,CDR0083,84,b6276bde756087cbd60a92b69270cb1c5a5eb18354dcfcc7a318f061c4fce823,4c5139d93e756bbbdd682ceddd3e176f589ca2a0a602b0bfd3086e27d49ae8a3,a4949f594d52b18c205d5f2bfe6c4d92ad552e0de14fb12a8b96c1824795935e
cdr:CDR0084,CASE001,cdr,CDR0084,85,61fcac3cc18b1d1b67c5b5322224852a2e264420bc6d00f963148edf5b5049f3,a4949f594d52b18c205d5f2bfe6c4d92ad552e0de14fb12a8b96c1824795935e,0cad3dcd4dd977e0c2c40729205c18d8119322d00debc4135ef5907bb56055c8
cdr:CDR0085,CASE001,cdr,CDR0085,86,786d9753f5381e7e2fd94d425c2a18ea62cc6207911e5466de09f5a54556d4c8,0cad3dcd4dd977e0c2c40729205c18d8119322d00debc4135ef5907bb56055c8,e0a98995c18b59e4f161c1c02e3b51df025257c28287ece3597668b33c5491da
cdr:CDR0086,CASE001,cdr,CDR0086,87,7be13af6b3382305d8b5b10c79e5a10ad6123340a3ba91f5730fe2da206f8178,e0a98995c18b59e4f161c1c02e3b51df025257c28287ece3597668b33c5491da,c8136dbf4d30d62c17f72d0cb993a74fe8493241dd4345eef3debfbf5721b6b3
cdr:CDR0087,CASE001,cdr,CDR0087,88,787344116f1b9d78217389c280a6db58a2c94a05552d9a20ef9a51c935fe0102,c8136dbf4d30d62c17f72d0cb993a74fe8493241dd4345eef3debfbf5721b6b3,b083c0b71e82f9ce078af8d161a21e0df016a69c5c9b0724b4ea89b58d92cdca
cdr:CDR0088,CASE001,cdr,CDR0088,89,ab77f3c94d51d830a7a9b4902fd4d8ef4922977b0ddb160c33dcf23b20b87c02,b083c0b71e82f9ce078af8d161a21e0df016a69c5c9b0724b4ea89b58d92cdca,7ea56132e5f92ea539e4fc7fc3cf817efe0ae02a5abdbc67cbbd45b505db072b
